area_type,availability,location,bhk,total_sqft,bath,balcony,price,price_per_sqft
Super built-up  Area,Ready To Move,Brookefield,2,941,2,2,48,5100.96
Plot  Area,Ready To Move,Devanahalli,4,5000,4,3,465,9300
Super built-up  Area,Ready To Move,Kanakpura Road,3,1665,3,2,86.58,5200
Super built-up  Area,Ready To Move,Hennur Road,2,1414,2,0,84.18,5953.32
Super built-up  Area,Ready To Move,Chikkalasandra,3,1270,2,3,55.25,4350.39
Plot  Area,Ready To Move,Madiwala,3,800,2,2,80,10000
Plot  Area,Ready To Move,Kengeri Satellite Town,4,4100,3,0,300,7317.07
Built-up  Area,Ready To Move,Mathikere,6,1800,3,0,105,5833.33
Built-up  Area,Ready To Move,Pattanagere,2,850,2,0,35,4117.65
Super built-up  Area,21-Mar,Kanakpura Road,1,712,1,1,38.44,5398.88
Super built-up  Area,17-Dec,Rajaji Nagar,4,2648,5,0,251.5,9497.73
Plot  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3,900,4,2,180,20000
Plot  Area,Ready To Move,TC Palaya,2,900,2,0,55,6111.11
Super built-up  Area,Ready To Move,Hebbal,2,1200,2,1,49,4083.33
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1,654,1,1,22,3363.91
Super built-up  Area,Ready To Move,Peenya,2,708,1,1,55,7768.36
Plot  Area,Ready To Move,Singapura Village,4,600,5,3,75,12500
Built-up  Area,Ready To Move,Wilson Garden,3,1680,3,3,135,8035.71
Super built-up  Area,Ready To Move,Jakkasandra Extension,2,990,2,2,58,5858.59
Super built-up  Area,Ready To Move,Uttarahalli,2,1380,2,1,42,3043.48
Super built-up  Area,18-May,Hebbal,2,1088,2,2,62,5698.53
Super built-up  Area,Ready To Move,Harlur,3,1414,3,2,77.5,5480.91
Built-up  Area,Ready To Move,Seshadripuram,2,1240,2,1,100,8064.52
Built-up  Area,Ready To Move,Ganesha Block,3,1810,3,3,118,6519.34
Super built-up  Area,19-Dec,4th Block Jayanagar,3,2005,3,2,240,11970.07
Super built-up  Area,Ready To Move,Kothanur,2,1185,2,2,58,4894.51
Plot  Area,18-Oct,Whitefield,3,1200,3,2,57.15,4762.5
Super built-up  Area,Ready To Move,Electronic City,2,1070,2,1,52,4859.81
Super built-up  Area,Ready To Move,Shikaripalya,2,1265,2,1,58,4584.98
Built-up  Area,Ready To Move,Sahakara Nagar,2,1100,2,1,55,5000
Built-up  Area,Ready To Move,Friends Colony,2,1035,2,2,44,4251.21
Super built-up  Area,Ready To Move,Sonnenahalli,1,614.5,1,0,30.715,4998.37
Built-up  Area,Ready To Move,2nd Block Jayanagar,2,1000,2,1,97,9700
Super built-up  Area,Ready To Move,Hegde Nagar,2,1179,2,2,49.35,4185.75
Super built-up  Area,Ready To Move,Vittasandra,3,1650,3,1,84,5090.91
Plot  Area,Ready To Move,Malur Hosur Road,6,2800,4,3,100,3571.43
Plot  Area,Ready To Move,Lakshmipura Vidyaanyapura,8,3500,6,2,120,3428.57
Built-up  Area,Ready To Move,Nagaraja Garden,3,1430,3,1,78.65,5500
Super built-up  Area,Ready To Move,Marathahalli,3,1130,2,2,58,5132.74
Super built-up  Area,Ready To Move,JP Nagar,3,1850,2,0,110,5945.95
Super built-up  Area,Ready To Move,Hennur,3,1340,3,2,54.24,4047.76
Plot  Area,Ready To Move,Nagawara Junction,2,600,2,0,30,5000
Super built-up  Area,Ready To Move,Banashankari,3,2582,5,2,250,9682.42
Super built-up  Area,Ready To Move,Channasandra,2,1160,2,1,55,4741.38
Built-up  Area,Ready To Move,Hegganahalli,1,1200,2,1,45,3750
Built-up  Area,18-Aug,Rajanna Layout,2,1116,2,1,37.6,3369.18
Plot  Area,Ready To Move,Nagarbhavi  BDA Complex,3,600,2,1,85,14166.67
Super built-up  Area,Ready To Move,Sarakki Nagar,3,2663,4,1,338,12692.45
Built-up  Area,Ready To Move,Devasthanagalu,2,1090,2,2,45,4128.44
Super built-up  Area,Ready To Move,JP Nagar,2,1100,2,1,45,4090.91
Super built-up  Area,18-Aug,Kammasandra,3,1365,2,1,34.13,2500.37
Super built-up  Area,20-Feb,Vijayanagar,3,1484,3,2,79.19,5336.25
Super built-up  Area,Ready To Move,Green Glen Layout,3,1630,3,2,68,4171.78
Super built-up  Area,18-May,Whitefield,3,1451,2,2,52.43,3613.37
Super built-up  Area,19-Jul,Kanakpura Road,2,1330,2,1,107,8045.11
Super built-up  Area,Ready To Move,Thanisandra,3,2127,3,2,135,6346.97
Plot  Area,Ready To Move,Adityanagar,5,875,5,3,120,13714.29
Plot  Area,Ready To Move,Hallehalli,4,1260,4,2,65,5158.73
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1173,2,2,45.75,3900.26
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1445,2,1,56,3875.43
Super built-up  Area,Ready To Move,Jayamahal Extension,4,2250,4,1,400,17777.78
Plot  Area,18-Dec,Bannerghatta Road,3,1500,4,2,239,15933.33
Super built-up  Area,18-Nov,Thanisandra,3,2336.5,3,0,115.89,4959.98
Super built-up  Area,Ready To Move,JP Nagar,2,1197,2,1,47.88,4000
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4,1200,4,1,225,18750
Super built-up  Area,Ready To Move,Sarjapur  Road,5,3930,7,0,329,8371.5
Super built-up  Area,Ready To Move,Kanakpura Road,3,1450,3,3,62.4,4303.45
Super built-up  Area,Ready To Move,Whitefield,2,1187,2,1,37.85,3188.71
Plot  Area,Ready To Move,Wilson Garden,6,4000,6,3,850,21250
Super built-up  Area,18-Aug,Channasandra,2,1050,2,2,41,3904.76
Super built-up  Area,18-May,Panathur,3,1370,2,2,54.8,4000
Super built-up  Area,Ready To Move,Yelahanka,2,1036,2,2,39.37,3800.19
Super built-up  Area,18-Jun,JP Nagar,3,1275,3,2,41.2,3231.37
Super built-up  Area,Ready To Move,Old Madras Road,4,2010,3,2,115,5721.39
Super built-up  Area,Ready To Move,Thigalarapalya,2,1418,2,2,106,7475.32
Super built-up  Area,Ready To Move,Thanisandra,2,1265,2,2,46.6,3683.79
Super built-up  Area,Ready To Move,Anandapura,3,1576,3,2,58,3680.2
Super built-up  Area,Ready To Move,Dodda Nekkundi,2,1148,2,1,56,4878.05
Super built-up  Area,Ready To Move,Green View Layout,2,1000,2,1,36,3600
Super built-up  Area,Ready To Move,Kudlu,3,1293,2,2,85,6573.86
Plot  Area,18-May,TC Palaya,3,1200,2,0,66,5500
Super built-up  Area,Ready To Move,Munnekollal,2,1210,2,3,75,6198.35
Built-up  Area,Ready To Move,HSR Layout,2,1126,2,1,69,6127.89
Built-up  Area,Ready To Move,Sarakki Nagar,3,1840,4,1,175,9510.87
Built-up  Area,Ready To Move,Vidyaranyapura,3,1440,2,0,70,4861.11
Built-up  Area,Ready To Move,Ramamurthy Nagar,3,1300,2,2,52,4000
Super built-up  Area,Ready To Move,Thanisandra,2,1276,2,2,75,5877.74
Plot  Area,Ready To Move,Gidada Konnenahalli,6,600,4,2,105,17500
Super built-up  Area,Ready To Move,Whitefield,2,1216,2,1,83,6825.66
Super built-up  Area,18-Apr,Marenahalli,1,840,1,0,75,8928.57
Plot  Area,Ready To Move,Sector 1 HSR Layout,5,1240,5,3,300,24193.55
Built-up  Area,Ready To Move,Sompura,2,1126,2,2,39,3463.59
Super built-up  Area,18-May,Raja Rajeshwari Nagar,2,1162,2,0,65,5593.8
Super built-up  Area,Ready To Move,Whitefield,2,1301,2,2,65,4996.16
Super built-up  Area,19-Dec,Devanahalli,1,658,1,1,34,5167.17
Plot  Area,Ready To Move,Sahakara Nagar,3,1350,3,1,250,18518.52
Super built-up  Area,Ready To Move,Whitefield,3,2500,3,2,280,11200
Built-up  Area,Ready To Move,Chandapura,3,1208.51,3,2,42,3475.35
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1133,2,2,38.41,3390.11
Super built-up  Area,Ready To Move,Shettigere,3,1760,2,1,116,6590.91
Super built-up  Area,Ready To Move,Bisuvanahalli,3,1075,2,1,52,4837.21
Super built-up  Area,Ready To Move,Sarjapur,2,940,2,1,25.38,2700
Super built-up  Area,Ready To Move,Badavala Nagar,2,1145,2,2,57,4978.17
Super built-up  Area,Ready To Move,Bannerghatta Road,2,1302.5,2,0,67.73,5200
Built-up  Area,Ready To Move,Rahat Bagh,4,3900,5,1,550,14102.56
Super built-up  Area,Ready To Move,Omarbagh Layout,4,3317.5,5,0,268.5,8093.44
Built-up  Area,Ready To Move,Dasarahalli,2,1300,2,2,50,3846.15
Super built-up  Area,Ready To Move,Malleshwaram,3,2475,4,3,326,13171.72
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3,2040,3,0,200,9803.92
Built-up  Area,Ready To Move,Hosakerehalli,1,1200,1,0,150,12500
Plot  Area,Ready To Move,Jigani,4,2420,4,1,190,7851.24
Built-up  Area,Ready To Move,Thubarahalli,2,1216,2,1,80,6578.95
Super built-up  Area,Ready To Move,Tumkur Road,3,1459,2,1,110,7539.41
Super built-up  Area,Ready To Move,Jakkur,3,1622,2,0,80,4932.18
Super built-up  Area,Ready To Move,Kanakpura Road,3,1843,3,2,85,4612.05
Super built-up  Area,20-Jan,Badavala Nagar,2,1274,2,1,81,6357.93
Plot  Area,Ready To Move,Chikkasandra,2,600,1,1,52,8666.67
Super built-up  Area,Ready To Move,Malleshpalya,3,1430,2,1,69.5,4860.14
Plot  Area,Ready To Move,Kammanahalli,4,1800,2,0,280,15555.56
Super built-up  Area,Ready To Move,Begur Road,3,1565,2,2,57.91,3700.32
Super built-up  Area,Ready To Move,Devarabeesana Halli,3,1670,3,2,160,9580.84
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,1695,3,2,150,8849.56
Super built-up  Area,Ready To Move,Akshayanagara West,2,1410,2,2,75,5319.15
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,1060,2,3,42,3962.26
Built-up  Area,Ready To Move,Sarjapur  Road,2,1120,2,2,50,4464.29
Plot  Area,Ready To Move,Hosa Road,2,880,2,0,50,5681.82
Super built-up  Area,19-Dec,Jalahalli,2,1083,2,1,32.49,3000
Super built-up  Area,Ready To Move,Dodda Nekkundi,3,1435,3,3,57.2,3986.06
Super built-up  Area,Ready To Move,Doddakallasandra,3,1425,2,2,56.99,3999.3
Super built-up  Area,Ready To Move,Arekere,2,900,2,3,50,5555.56
Built-up  Area,18-Feb,Escorts Colony,5,2400,5,2,93,3875
Built-up  Area,21-Dec,Thanisandra,1,693,1,1,34.3,4949.49
Plot  Area,Ready To Move,Kengeri,3,600,3,1,90,15000
Super built-up  Area,20-Dec,Electronic City,4,2435,4,3,119,4887.06
Super built-up  Area,18-Aug,Iblur Village,3,1920,3,2,150,7812.5
Super built-up  Area,18-Mar,Electronic City,1,630,1,1,47,7460.32
Super built-up  Area,Ready To Move,Bisuvanahalli,3,1075,2,1,50,4651.16
Plot  Area,Ready To Move,Hulimavu,5,1200,5,0,101,8416.67
Super built-up  Area,Ready To Move,Nagavarapalya,1,705,1,1,55,7801.42
Super built-up  Area,18-Dec,Srinivasa Nagar,3,1200,2,2,75.6,6300
Super built-up  Area,Ready To Move,Mahadevpura,2,1532,2,2,62,4047
Super built-up  Area,Ready To Move,Rajiv Nagar,2,1330,2,1,93,6992.48
Plot  Area,Ready To Move,3rd Block Hrbr Layout,4,1200,3,1,210,17500
Built-up  Area,Ready To Move,Sarjapur  Road,3,1530,2,2,60,3921.57
Super built-up  Area,Ready To Move,Kasavanhalli,2,1105,2,2,42,3800.9
Plot  Area,Ready To Move,1st Phase JP Nagar,2,1566,2,0,180,11494.25
Super built-up  Area,18-Jul,Harlur,3,1630,3,1,95.1,5834.36
Built-up  Area,Ready To Move,5th Phase JP Nagar,2,1256,2,1,62.8,5000
Built-up  Area,Ready To Move,Banashankari,6,1200,6,2,180,15000
Built-up  Area,Ready To Move,Brookefield,3,1595,2,3,75,4702.19
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1000,2,2,53,5300
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3,1475,2,2,58.99,3999.32
Plot  Area,18-May,"asha township, off hennur road",5,2400,5,3,285,11875
Super built-up  Area,18-May,Electronic City Phase II,2,1000,2,1,28.88,2888
Plot  Area,Ready To Move,1A Block Koramangala,4,2360,4,1,650,27542.37
Super built-up  Area,Ready To Move,Uttarahalli,3,1737,2,3,95,5469.2
Super built-up  Area,18-Aug,Electronic City Phase II,2,1000,2,1,28.88,2888
Super built-up  Area,Ready To Move,Near International Airport,4,2100,4,2,150,7142.86
Built-up  Area,Ready To Move,Hosakerehalli,8,3600,6,1,145,4027.78
Built-up  Area,Ready To Move,Mysore Road,2,883,2,1,50,5662.51
Super built-up  Area,Ready To Move,Haralur Road,2,1243,2,2,46,3700.72
Super built-up  Area,Ready To Move,BTM Layout,3,1776,2,3,75,4222.97
Super built-up  Area,19-Dec,Anjanapura,3,1347,2,1,37.72,2800.3
Super built-up  Area,Ready To Move,Whitefield,3,1330,2,2,55,4135.34
Plot  Area,Ready To Move,Sector 1 HSR Layout,2,600,2,1,120,20000
Built-up  Area,Ready To Move,Rajaji Nagar,4,3730,4,3,370,9919.57
Super built-up  Area,Ready To Move,Harlur,3,1459,3,2,135,9252.91
Super built-up  Area,19-Dec,Thanisandra,4,2259,5,2,135,5976.1
Built-up  Area,Ready To Move,JP Nagar,7,2700,4,1,160,5925.93
Super built-up  Area,Ready To Move,Gubbalala,2,1008,2,2,32.25,3199.4
Super built-up  Area,Ready To Move,NTI Layout,2,1200,2,2,52.5,4375
Super built-up  Area,18-May,Vasanth nagar,4,2328,4,1,528,22680.41
Plot  Area,Ready To Move,BTM 1st Stage,7,600,7,3,110,18333.33
Super built-up  Area,Ready To Move,Electronic City,2,660,1,1,15.5,2348.48
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1800,2,2,250,13888.89
Super built-up  Area,Ready To Move,Rajaji Nagar,4,3100,4,3,550,17741.94
Super built-up  Area,19-Aug,Yelahanka,2,1405,2,0,50.58,3600
Super built-up  Area,18-May,Yelahanka,1,602,1,1,26,4318.94
Super built-up  Area,Ready To Move,Marathahalli,3,1710,3,2,100,5847.95
Super built-up  Area,Ready To Move,JP Nagar,3,1500,2,3,82,5466.67
Built-up  Area,Ready To Move,Glass Factory Layout,3,1539,3,2,60,3898.64
Plot  Area,Ready To Move,Fraser town,6,806,3,1,128,15880.89
Super built-up  Area,20-Dec,Judicial Layout,3,1100,2,1,53,4818.18
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1151,2,1,49,4257.17
Super built-up  Area,Ready To Move,Dasappa Layout,2,920,2,1,46,5000
Super built-up  Area,Ready To Move,Kathriguppe,3,1350,3,3,78.3,5800
Super built-up  Area,Ready To Move,Bannerghatta Road,2,1200,2,2,65,5416.67
Super built-up  Area,Ready To Move,Thanisandra,2,1265,2,1,78,6166.01
Plot  Area,Ready To Move,Chelekare,8,600,6,2,60,10000
Super built-up  Area,18-Apr,Sarjapur  Road,3,1700,3,2,93.5,5500
Built-up  Area,Ready To Move,Ramamurthy Nagar,3,1600,3,0,75,4687.5
Built-up  Area,Ready To Move,4th T block Jayanagar,4,1550,4,1,120,7741.94
Built-up  Area,Ready To Move,R.T. Nagar,3,1560,3,3,125,8012.82
Plot  Area,18-Jan,Horamavu Agara,6,1000,5,3,98,9800
Super built-up  Area,Ready To Move,Haralur Road,2,1243,2,2,46,3700.72
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4,1200,4,1,160,13333.33
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1403,3,1,56,3991.45
Super built-up  Area,Ready To Move,Doddakallasandra,2,1010,2,1,40.39,3999.01
Super built-up  Area,Ready To Move,Tumkur Road,3,1416,3,1,94,6638.42
Super built-up  Area,Ready To Move,Kanakpura Road,2,1628,2,2,68,4176.9
Plot  Area,Ready To Move,Chamrajpet,4,1660.4,4,2,211,12707.78
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1680,3,2,125,7440.48
Super built-up  Area,Ready To Move,Doddathoguru,3,1595,3,3,62,3887.15
Super built-up  Area,Ready To Move,Kanakpura Road,3,1507,2,3,95,6303.92
Super built-up  Area,Ready To Move,Frazer Town,3,2560,3,0,288,11250
Super built-up  Area,Ready To Move,Hennur Road,3,1949,3,1,133,6824.01
Plot  Area,Ready To Move,BTM 2nd Stage,2,800,2,1,175,21875
Built-up  Area,18-Dec,Electronic City Phase II,2,1000,2,1,28.88,2888
Super built-up  Area,20-Jun,Sonam Layout,2,905,2,1,50,5524.86
Super built-up  Area,Ready To Move,Hosakerehalli,3,2480,3,2,245,9879.03
Super built-up  Area,Ready To Move,CR Layout,3,1495,3,0,200,13377.93
Super built-up  Area,Ready To Move,Kaikondrahalli,3,1605,3,3,105,6542.06
Built-up  Area,Ready To Move,Bommanahalli,2,1290,2,1,73,5658.91
Super built-up  Area,Ready To Move,Yelahanka,2,1100,2,1,60,5454.55
Super built-up  Area,Ready To Move,Vishveshwarya Layout,6,2100,6,0,92,4380.95
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,995,2,1,49.8,5005.03
Plot  Area,Ready To Move,Banashankari Stage II,2,500,2,1,55,11000
Super built-up  Area,Ready To Move,Rajaji Nagar,4,3526,4,3,598,16959.73
Super built-up  Area,Ready To Move,Gottigere,3,1425,2,2,47,3298.25
Super built-up  Area,Ready To Move,BTM 4th Stage,3,1455,2,2,55,3780.07
Super built-up  Area,Ready To Move,Jalahalli West,1,550,1,1,23,4181.82
Super built-up  Area,Ready To Move,Uttarahalli,3,1385,2,2,48.48,3500.36
Plot  Area,Ready To Move,Vishveshwarya Layout,4,7000,4,0,210,3000
Super built-up  Area,Ready To Move,Srinivasa Nagar,5,4000,3,0,130,3250
Super built-up  Area,18-May,Gollahalli,2,1060,2,1,53,5000
Super built-up  Area,Ready To Move,AGS Layout,3,1080,2,2,75,6944.44
Built-up  Area,Ready To Move,HBR Layout,3,1783,3,2,125,7010.66
Super built-up  Area,18-Mar,Haralur Road,3,1520,2,2,90,5921.05
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1060,2,1,55,5188.68
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1267,2,1,54.35,4289.66
Super built-up  Area,Ready To Move,Whitefield,2,1155,2,2,55,4761.9
Built-up  Area,Ready To Move,Karuna Nagar,3,2500,3,2,180,7200
Super built-up  Area,Ready To Move,Bannerghatta Road,2,1240,2,1,65,5241.94
Super built-up  Area,Ready To Move,Gollahalli,3,1570,3,2,78,4968.15
Super built-up  Area,Ready To Move,NGR Layout,2,1019,2,1,45.9,4504.42
Super built-up  Area,Ready To Move,Whitefield,2,1355,3,3,76,5608.86
Super built-up  Area,Ready To Move,Arekempanahalli,3,1537,3,2,110,7156.8
Super built-up  Area,Ready To Move,Whitefield,4,4075,5,3,226,5546.01
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1550,3,3,52.45,3383.87
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1100,2,1,50,4545.45
Super built-up  Area,Ready To Move,Devarabeesana Halli,3,1750,3,2,150,8571.43
Super built-up  Area,18-Mar,9th Phase JP Nagar,2,1466,2,2,71,4843.11
Super built-up  Area,Ready To Move,Rachenahalli,3,1550,3,2,72.5,4677.42
Super built-up  Area,Ready To Move,Akshaya Nagar,3,2300,4,3,102,4434.78
Super built-up  Area,19-Aug,Kengeri,1,540,1,1,22.5,4166.67
Plot  Area,Ready To Move,8th Phase JP Nagar,3,950,3,2,130,13684.21
Built-up  Area,Ready To Move,Chamundi Nagar,7,2800,7,1,250,8928.57
Super built-up  Area,Ready To Move,Silk Board,2,1020,2,3,48,4705.88
Super built-up  Area,Ready To Move,Cunningham Road,3,2880,3,2,501,17395.83
Super built-up  Area,Ready To Move,Hebbal,3,1987,4,2,165,8303.98
Super built-up  Area,Ready To Move,Hoodi,2,1305,2,1,75,5747.13
Built-up  Area,Ready To Move,Sarjapur,4,2100,3,1,125,5952.38
Built-up  Area,18-Dec,Electronic City,2,1125,2,1,32.5,2888.89
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,1225,2,2,49.5,4040.82
Super built-up  Area,Ready To Move,Hennur,2,1255,2,1,55.5,4422.31
Super built-up  Area,Ready To Move,MRCR Layout,2,1191,2,1,90,7556.68
Plot  Area,Ready To Move,Uttarahalli,6,3600,6,2,303,8416.67
Built-up  Area,18-Dec,Electronic City,2,1165,2,1,33.64,2887.55
Super built-up  Area,18-Apr,Kacharakanahalli,2,865,2,1,35.11,4058.96
Super built-up  Area,Ready To Move,Nagarbhavi,3,1850,2,2,88,4756.76
Super built-up  Area,Ready To Move,Marsur,2,497,1,1,17,3420.52
Super built-up  Area,19-Mar,Hennur Road,2,1232,2,2,89,7224.03
Super built-up  Area,21-Nov,Thanisandra,3,1732,3,3,85.73,4949.77
Super built-up  Area,Ready To Move,Yelahanka,3,1614,2,1,100,6195.79
Built-up  Area,Ready To Move,Magadi Road,2,600,1,1,22,3666.67
Super built-up  Area,Ready To Move,Thigalarapalya,3,2072,4,2,155,7480.69
Super built-up  Area,Ready To Move,Electronic City,2,919,2,2,34,3699.67
Built-up  Area,Ready To Move,Shettihalli,4,2100,4,1,90,4285.71
Built-up  Area,Ready To Move,Shampura,4,672,3,1,54,8035.71
Built-up  Area,Ready To Move,J C Nagar,8,800,6,3,110,13750
Plot  Area,Ready To Move,Marsur,3,1200,3,1,150,12500
Super built-up  Area,Ready To Move,OLd Gurappanapalya,4,2849,5,0,250,8775.01
Built-up  Area,Ready To Move,Doctors Layout,2,1000,2,2,42,4200
Super built-up  Area,Ready To Move,Whitefield,2,1216,2,1,75,6167.76
Super built-up  Area,Ready To Move,Lingadheeranahalli,4,2245,4,2,154,6859.69
Super built-up  Area,18-Feb,Bannerghatta Road,3,1476,3,1,125,8468.83
Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1852,3,2,130,7019.44
Super built-up  Area,18-Aug,Udaya Nagar,2,1225,2,2,47,3836.73
Super built-up  Area,Ready To Move,Panathur,3,1597,3,1,67.12,4202.88
Super built-up  Area,19-Dec,Jakkur,3,2423,4,3,160,6603.38
Super built-up  Area,19-Mar,Marathahalli,2,1152,2,1,90,7812.5
Super built-up  Area,Ready To Move,Harlur,3,1762,3,2,133,7548.24
Plot  Area,Ready To Move,Kammasandra,3,1400,3,2,92,6571.43
Super built-up  Area,Ready To Move,Rachenahalli,3,1530,2,2,74.4,4862.75
Plot  Area,Ready To Move,New Thippasandra,6,2400,6,3,400,16666.67
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1185,2,2,40.17,3389.87
Super built-up  Area,18-May,Yelahanka,3,1890,3,2,108,5714.29
Super built-up  Area,Ready To Move,Varthur Road,3,1247,2,2,58,4651.16
Plot  Area,Ready To Move,1st Block Jayanagar,8,700,4,0,104,14857.14
Plot  Area,Ready To Move,HRBR Layout,6,1000,6,3,275,27500
Super built-up  Area,Ready To Move,Bellandur,2,1201,2,2,59.99,4995
Built-up  Area,18-Feb,Gunjur Palya,2,830,2,2,40,4819.28
Built-up  Area,18-Jul,Electronic City Phase II,2,1165,2,1,30.29,2600
Super built-up  Area,Ready To Move,Bommanahalli,2,1100,1,2,55,5000
Built-up  Area,Ready To Move,9th Phase JP Nagar,3,1890,2,0,93,4920.63
Super built-up  Area,Ready To Move,Maithri Layout,3,1685,3,2,60,3560.83
Super built-up  Area,Ready To Move,Sarakki Nagar,4,3131,4,3,349,11146.6
Super built-up  Area,Ready To Move,Battarahalli,2,1165,2,1,43,3690.99
Super built-up  Area,Ready To Move,Kachanayakanahalli,2,827,2,1,45,5441.35
Plot  Area,Ready To Move,Gangondanahalli,3,396,2,0,48,12121.21
Plot  Area,Ready To Move,Uttarahalli,4,1200,4,3,179,14916.67
Built-up  Area,Ready To Move,Electronics City Phase 1,1,635,1,0,26,4094.49
Built-up  Area,Ready To Move,Whitefield,4,4000,4,3,380,9500
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,2,1050,2,1,50,4761.9
Built-up  Area,Ready To Move,D Group Employees Layout,5,600,4,3,76,12666.67
Super built-up  Area,22-May,Jakkur,3,1819.18,3,2,168,9234.93
Plot  Area,Ready To Move,Kanakapura,3,1500,3,3,125,8333.33
